%DATA MadgeTech Data File                       
%FORMAT CSV                                     
%VERSION 2.02.00                                
%BEGIN

"[Device]"
"DeviceType","&H0126"
"11528","41204.8194444444","+0.035","0","","&B10000000","&B00000000"
"11529","41204.8229166667","+0.055","0","","&B10000000","&B00000000"
"11530","41204.8263888889","+0.03","0","","&B10000000","&B00000000"
"11531","41204.8298611111","+0.035","0","","&B10000000","&B00000000"
"11532","41204.8333333333","+0.035","0","","&B10000000","&B00000000"
"11533","41204.8368055556","+0.02","0","","&B10000000","&B00000000"
"11534","41204.8402777778","+0.02","0","","&B10000000","&B00000000"
"11535","41204.84375","+0.025","0","","&B10000000","&B00000000"
"11536","41204.8472222222","+0.035","0","","&B10000000","&B00000000"
"11537","41204.8506944444","+0.025","0","","&B10000000","&B00000000"
"11538","41204.8541666667","+0.02","0","","&B10000000","&B00000000"
"11539","41204.8576388889","+0.025","0","","&B10000000","&B00000000"
"11540","41204.8611111111","+0.025","0","","&B10000000","&B00000000"
"11541","41204.8645833333","+0.02","0","","&B10000000","&B00000000"
"11542","41204.8680555556","+0.025","0","","&B10000000","&B00000000"
"11543","41204.8715277778","+0.015","0","","&B10000000","&B00000000"
"11544","41204.875","+0.02","0","","&B10000000","&B00000000"
"11545","41204.8784722222","+0.015","0","","&B10000000","&B00000000"
"11546","41204.8819444444","+0.02","0","","&B10000000","&B00000000"
"11547","41204.8854166667","+0.025","0","","&B10000000","&B00000000"
"11548","41204.8888888889","+0.015","0","","&B10000000","&B00000000"
"11549","41204.8923611111","+0.025","0","","&B10000000","&B00000000"
"11550","41204.8958333333","+0.02","0","","&B10000000","&B00000000"
"11551","41204.8993055556","+0.025","0","","&B10000000","&B00000000"
"11552","41204.9027777778","+0.025","0","","&B10000000","&B00000000"
"11553","41204.90625","+0.015","0","","&B10000000","&B00000000"
"11554","41204.9097222222","+0.03","0","","&B10000000","&B00000000"
"11555","41204.9131944444","+0.02","0","","&B10000000","&B00000000"
"11556","41204.9166666667","+0.025","0","","&B10000000","&B00000000"
"11557","41204.9201388889","+0.025","0","","&B10000000","&B00000000"
"11558","41204.9236111111","+0.025","0","","&B10000000","&B00000000"
"11559","41204.9270833333","+0.02","0","","&B10000000","&B00000000"
"11560","41204.9305555556","+0.025","0","","&B10000000","&B00000000"
"11561","41204.9340277778","+0.03","0","","&B10000000","&B00000000"
"11562","41204.9375","+0.03","0","","&B10000000","&B00000000"
"11563","41204.9409722222","+0.03","0","","&B10000000","&B00000000"
"11564","41204.9444444444","+0.03","0","","&B10000000","&B00000000"
"11565","41204.9479166667","+0.03","0","","&B10000000","&B00000000"
"11566","41204.9513888889","+0.03","0","","&B10000000","&B00000000"
"11567","41204.9548611111","+0.04","0","","&B10000000","&B00000000"
"11568","41204.9583333333","+0.04","0","","&B10000000","&B00000000"
"11569","41204.9618055556","+0.04","0","","&B10000000","&B00000000"
"11570","41204.9652777778","+0.035","0","","&B10000000","&B00000000"
"11571","41204.96875","+0.03","0","","&B10000000","&B00000000"
"11572","41204.9722222222","+0.035","0","","&B10000000","&B00000000"
"11573","41204.9756944444","+0.035","0","","&B10000000","&B00000000"
"11574","41204.9791666667","+0.06","0","","&B10000000","&B00000000"
"11575","41204.9826388889","+0.05","0","","&B10000000","&B00000000"
"11576","41204.9861111111","+0.055","0","","&B10000000","&B00000000"
"11577","41204.9895833333","+0.035","0","","&B10000000","&B00000000"
"11578","41204.9930555556","+0.035","0","","&B10000000","&B00000000"
"11579","41204.9965277778","+0.05","0","","&B10000000","&B00000000"
"11580","41205","+0.05","0","","&B10000000","&B00000000"
"11581","41205.0034722222","+0.06","0","","&B10000000","&B00000000"
"11582","41205.0069444444","+0.03","0","","&B10000000","&B00000000"
"11583","41205.0104166667","+0.035","0","","&B10000000","&B00000000"
"11584","41205.0138888889","+0.045","0","","&B10000000","&B00000000"
"11585","41205.0173611111","+0.055","0","","&B10000000","&B00000000"
"11586","41205.0208333333","+0.055","0","","&B10000000","&B00000000"
"11587","41205.0243055556","+0.07","0","","&B10000000","&B00000000"
"11588","41205.0277777778","+0.06","0","","&B10000000","&B00000000"
"11589","41205.03125","+0.065","0","","&B10000000","&B00000000"
"11590","41205.0347222222","+0.06","0","","&B10000000","&B00000000"
"11591","41205.0381944444","+0.065","0","","&B10000000","&B00000000"
"11592","41205.0416666667","+0.065","0","","&B10000000","&B00000000"
"11593","41205.0451388889","+0.065","0","","&B10000000","&B00000000"
"11594","41205.0486111111","+0.065","0","","&B10000000","&B00000000"
"11595","41205.0520833333","+0.05","0","","&B10000000","&B00000000"
"11596","41205.0555555556","+0.055","0","","&B10000000","&B00000000"
"11597","41205.0590277778","+0.06","0","","&B10000000","&B00000000"
"11598","41205.0625","+0.06","0","","&B10000000","&B00000000"
"11599","41205.0659722222","+0.065","0","","&B10000000","&B00000000"
"11600","41205.0694444444","+0.055","0","","&B10000000","&B00000000"
"11601","41205.0729166667","+0.075","0","","&B10000000","&B00000000"
"11602","41205.0763888889","+0.065","0","","&B10000000","&B00000000"
"11603","41205.0798611111","+0.075","0","","&B10000000","&B00000000"
"11604","41205.0833333333","+0.08","0","","&B10000000","&B00000000"
"11605","41205.0868055556","+0.04","0","","&B10000000","&B00000000"
"11606","41205.0902777778","+0.035","0","","&B10000000","&B00000000"
"11607","41205.09375","+0.035","0","","&B10000000","&B00000000"
"11608","41205.0972222222","+0.03","0","","&B10000000","&B00000000"
"11609","41205.1006944444","+0.03","0","","&B10000000","&B00000000"
"11610","41205.1041666667","+0.035","0","","&B10000000","&B00000000"
"11611","41205.1076388889","+0.035","0","","&B10000000","&B00000000"
"11612","41205.1111111111","+0.035","0","","&B10000000","&B00000000"
"11613","41205.1145833333","+0.08","0","","&B10000000","&B00000000"
"11614","41205.1180555556","+0.05","0","","&B10000000","&B00000000"
"11615","41205.1215277778","+0.045","0","","&B10000000","&B00000000"
"11616","41205.125","+0.05","0","","&B10000000","&B00000000"
"11617","41205.1284722222","+0.045","0","","&B10000000","&B00000000"
"11618","41205.1319444444","+0.05","0","","&B10000000","&B00000000"
"11619","41205.1354166667","+0.06","0","","&B10000000","&B00000000"
"11620","41205.1388888889","+0.05","0","","&B10000000","&B00000000"
"11621","41205.1423611111","+0.075","0","","&B10000000","&B00000000"
"11622","41205.1458333333","+0.055","0","","&B10000000","&B00000000"
"11623","41205.1493055556","+0.045","0","","&B10000000","&B00000000"
"11624","41205.1527777778","+0.04","0","","&B10000000","&B00000000"
"11625","41205.15625","+0.03","0","","&B10000000","&B00000000"
"11626","41205.1597222222","+0.055","0","","&B10000000","&B00000000"
"11627","41205.1631944444","+0.06","0","","&B10000000","&B00000000"
"11628","41205.1666666667","+0.095","0","","&B10000000","&B00000000"
"11629","41205.1701388889","+0.085","0","","&B10000000","&B00000000"
"11630","41205.1736111111","+0.085","0","","&B10000000","&B00000000"
"11631","41205.1770833333","+0.065","0","","&B10000000","&B00000000"
"11632","41205.1805555556","+0.065","0","","&B10000000","&B00000000"
"11633","41205.1840277778","+0.075","0","","&B10000000","&B00000000"
"11634","41205.1875","+0.045","0","","&B10000000","&B00000000"
"11635","41205.1909722222","+0.045","0","","&B10000000","&B00000000"
"11636","41205.1944444444","+0.055","0","","&B10000000","&B00000000"
"11637","41205.1979166667","+0.06","0","","&B10000000","&B00000000"
"11638","41205.2013888889","+0.03","0","","&B10000000","&B00000000"
"11639","41205.2048611111","+0.03","0","","&B10000000","&B00000000"
"11640","41205.2083333333","+0.03","0","","&B10000000","&B00000000"
"11641","41205.2118055556","+0.03","0","","&B10000000","&B00000000"
"11642","41205.2152777778","+0.025","0","","&B10000000","&B00000000"
"11643","41205.21875","+0.03","0","","&B10000000","&B00000000"
"11644","41205.2222222222","+0.035","0","","&B10000000","&B00000000"
"11645","41205.2256944444","+0.04","0","","&B10000000","&B00000000"
"11646","41205.2291666667","+0.045","0","","&B10000000","&B00000000"
"11647","41205.2326388889","+0.04","0","","&B10000000","&B00000000"
"11648","41205.2361111111","+0.035","0","","&B10000000","&B00000000"
"11649","41205.2395833333","+0.03","0","","&B10000000","&B00000000"
"11650","41205.2430555556","+0.03","0","","&B10000000","&B00000000"
"11651","41205.2465277778","+0.025","0","","&B10000000","&B00000000"
"11652","41205.25","+0.03","0","","&B10000000","&B00000000"
"11653","41205.2534722222","+0.03","0","","&B10000000","&B00000000"
"11654","41205.2569444444","+0.03","0","","&B10000000","&B00000000"
"11655","41205.2604166667","+0.03","0","","&B10000000","&B00000000"
"11656","41205.2638888889","+0.03","0","","&B10000000","&B00000000"
"11657","41205.2673611111","+0.035","0","","&B10000000","&B00000000"
"11658","41205.2708333333","+0.035","0","","&B10000000","&B00000000"
"11659","41205.2743055556","+0.03","0","","&B10000000","&B00000000"
"11660","41205.2777777778","+0.025","0","","&B10000000","&B00000000"
"11661","41205.28125","+0.025","0","","&B10000000","&B00000000"
"11662","41205.2847222222","+0.025","0","","&B10000000","&B00000000"
"11663","41205.2881944444","+0.02","0","","&B10000000","&B00000000"
"11664","41205.2916666667","+0.02","0","","&B10000000","&B00000000"
"11665","41205.2951388889","+0.02","0","","&B10000000","&B00000000"
"11666","41205.2986111111","+0.015","0","","&B10000000","&B00000000"
"11667","41205.3020833333","+0.015","0","","&B10000000","&B00000000"
"11668","41205.3055555556","+0.02","0","","&B10000000","&B00000000"
"11669","41205.3090277778","+0.02","0","","&B10000000","&B00000000"
"11670","41205.3125","+0.015","0","","&B10000000","&B00000000"
"11671","41205.3159722222","+0.015","0","","&B10000000","&B00000000"
"11672","41205.3194444444","+0.015","0","","&B10000000","&B00000000"
"11673","41205.3229166667","+0.015","0","","&B10000000","&B00000000"
"11674","41205.3263888889","+0.01","0","","&B10000000","&B00000000"
"11675","41205.3298611111","+0.01","0","","&B10000000","&B00000000"
"11676","41205.3333333333","+0.01","0","","&B10000000","&B00000000"
"11677","41205.3368055556","+0.01","0","","&B10000000","&B00000000"
"11678","41205.3402777778","+0.01","0","","&B10000000","&B00000000"
"11679","41205.34375","+0.01","0","","&B10000000","&B00000000"
"11680","41205.3472222222","+0.01","0","","&B10000000","&B00000000"
"11681","41205.3506944444","+0.01","0","","&B10000000","&B00000000"
"11682","41205.3541666667","+0.01","0","","&B10000000","&B00000000"
"11683","41205.3576388889","+0.01","0","","&B10000000","&B00000000"
"11684","41205.3611111111","+0.01","0","","&B10000000","&B00000000"
"11685","41205.3645833333","+0.02","0","","&B10000000","&B00000000"
"11686","41205.3680555556","+0.07","0","","&B10000000","&B00000000"
"11687","41205.3715277778","+0.06","0","","&B10000000","&B00000000"
"11688","41205.375","+0.05","0","","&B10000000","&B00000000"
"11689","41205.3784722222","+0.045","0","","&B10000000","&B00000000"
"11690","41205.3819444444","+0.045","0","","&B10000000","&B00000000"
"11691","41205.3854166667","+0.04","0","","&B10000000","&B00000000"
"11692","41205.3888888889","+0.04","0","","&B10000000","&B00000000"
"11693","41205.3923611111","+0.025","0","","&B10000000","&B00000000"
"11694","41205.3958333333","+0.02","0","","&B10000000","&B00000000"
"11695","41205.3993055556","+0.025","0","","&B10000000","&B00000000"
"11696","41205.4027777778","+0.025","0","","&B10000000","&B00000000"
"11697","41205.40625","+0.02","0","","&B10000000","&B00000000"
"11698","41205.4097222222","+0.025","0","","&B10000000","&B00000000"
"11699","41205.4131944444","+0.025","0","","&B10000000","&B00000000"
"11700","41205.4166666667","+0.02","0","","&B10000000","&B00000000"
"11701","41205.4201388889","+0.02","0","","&B10000000","&B00000000"
"11702","41205.4236111111","+0.015","0","","&B10000000","&B00000000"
"11703","41205.4270833333","+0.015","0","","&B10000000","&B00000000"
"11704","41205.4305555556","+0.015","0","","&B10000000","&B00000000"
"11705","41205.4340277778","+0.015","0","","&B10000000","&B00000000"
"11706","41205.4375","+0.015","0","","&B10000000","&B00000000"
"11707","41205.4409722222","+0.01","0","","&B10000000","&B00000000"
"11708","41205.4444444444","+0.01","0","","&B10000000","&B00000000"
"11709","41205.4479166667","+0.01","0","","&B10000000","&B00000000"
"11710","41205.4513888889","+0.005","0","","&B10000000","&B00000000"
"11711","41205.4548611111","+0.005","0","","&B10000000","&B00000000"
"11712","41205.4583333333","+0.005","0","","&B10000000","&B00000000"
"11713","41205.4618055556","+0.005","0","","&B10000000","&B00000000"
"11714","41205.4652777778","+0.005","0","","&B10000000","&B00000000"
"11715","41205.46875","+0.005","0","","&B10000000","&B00000000"
"11716","41205.4722222222","+0.005","0","","&B10000000","&B00000000"
"11717","41205.4756944444","+0.005","0","","&B10000000","&B00000000"
"11718","41205.4791666667","+0.005","0","","&B10000000","&B00000000"
"11719","41205.4826388889","+0","0","","&B10000000","&B00000000"
"11720","41205.4861111111","+0","0","","&B10000000","&B00000000"
"11721","41205.4895833333","+0","0","","&B10000000","&B00000000"
"11722","41205.4930555556","+0","0","","&B10000000","&B00000000"
"11723","41205.4965277778","+0","0","","&B10000000","&B00000000"
"11724","41205.5","+0","0","","&B10000000","&B00000000"
"11725","41205.5034722222","+0","0","","&B10000000","&B00000000"
"11726","41205.5069444444","+0","0","","&B10000000","&B00000000"
"11727","41205.5104166667","+0","0","","&B10000000","&B00000000"
"11728","41205.5138888889","+0","0","","&B10000000","&B00000000"
"11729","41205.5173611111","+0","0","","&B10000000","&B00000000"
"11730","41205.5208333333","+0","0","","&B10000000","&B00000000"
"11731","41205.5243055556","+0","0","","&B10000000","&B00000000"
"11732","41205.5277777778","+0","0","","&B10000000","&B00000000"
"11733","41205.53125","+0","0","","&B10000000","&B00000000"
"11734","41205.5347222222","+0","0","","&B10000000","&B00000000"
"11735","41205.5381944444","+0","0","","&B10000000","&B00000000"
"11736","41205.5416666667","+0","0","","&B10000000","&B00000000"
"11737","41205.5451388889","+0","0","","&B10000000","&B00000000"
"11738","41205.5486111111","+0","0","","&B10000000","&B00000000"
"11739","41205.5520833333","+0","0","","&B10000000","&B00000000"
"11740","41205.5555555556","+0","0","","&B10000000","&B00000000"
"11741","41205.5590277778","+0","0","","&B10000000","&B00000000"
"11742","41205.5625","+0","0","","&B10000000","&B00000000"
"11743","41205.5659722222","+0","0","","&B10000000","&B00000000"
"11744","41205.5694444444","+0","0","","&B10000000","&B00000000"
"11745","41205.5729166667","+0","0","","&B10000000","&B00000000"
"11746","41205.5763888889","+0","0","","&B10000000","&B00000000"
"11747","41205.5798611111","+0","0","","&B10000000","&B00000000"
"11748","41205.5833333333","+0","0","","&B10000000","&B00000000"
"11749","41205.5868055556","+0","0","","&B10000000","&B00000000"
"11750","41205.5902777778","+0","0","","&B10000000","&B00000000"
"11751","41205.59375","+0","0","","&B10000000","&B00000000"
"11752","41205.5972222222","+0","0","","&B10000000","&B00000000"
"11753","41205.6006944444","+0","0","","&B10000000","&B00000000"
"11754","41205.6041666667","+0","0","","&B10000000","&B00000000"
"11755","41205.6076388889","+0","0","","&B10000000","&B00000000"
"11756","41205.6111111111","+0","0","","&B10000000","&B00000000"
"11757","41205.6145833333","+0","0","","&B10000000","&B00000000"
"11758","41205.6180555556","+0","0","","&B10000000","&B00000000"
"11759","41205.6215277778","+0","0","","&B10000000","&B00000000"
"11760","41205.625","+0","0","","&B10000000","&B00000000"
"11761","41205.6284722222","+0","0","","&B10000000","&B00000000"
"11762","41205.6319444444","+0","0","","&B10000000","&B00000000"
"11763","41205.6354166667","+0","0","","&B10000000","&B00000000"
"11764","41205.6388888889","+0","0","","&B10000000","&B00000000"
"11765","41205.6423611111","+0","0","","&B10000000","&B00000000"
